aX,aY,aZ,gX,gY,gZ
0.543,-0.345,0.950,-61.462,106.812,102.966
0.537,-0.410,0.898,-59.204,114.746,97.595
0.532,-0.532,0.799,-61.157,122.986,93.384
0.599,-0.514,0.674,-65.491,128.357,96.985
0.648,-0.421,0.574,-72.205,130.188,102.722
0.685,-0.315,0.546,-76.538,129.822,106.262
0.728,-0.150,0.517,-75.317,131.165,107.483
0.750,0.000,0.491,-74.097,134.644,103.882
0.774,0.029,0.449,-69.946,139.221,93.323
0.766,0.002,0.343,-62.805,144.775,81.299
0.761,-0.021,0.198,-58.899,147.949,72.449
0.778,-0.076,0.130,-59.082,144.592,65.308
0.839,-0.132,0.069,-60.059,139.038,60.242
0.882,-0.188,0.040,-63.599,133.362,57.800
0.902,-0.158,0.071,-64.575,127.136,59.998
0.923,-0.046,0.065,-63.293,124.634,62.927
0.934,-0.001,0.072,-59.509,123.352,59.998
0.936,-0.012,0.079,-54.871,122.986,53.894
0.922,0.020,0.030,-50.110,124.695,49.866
0.915,0.049,-0.076,-47.974,126.709,45.776
0.912,0.009,-0.177,-47.546,125.183,39.856
0.917,-0.028,-0.248,-49.133,119.507,35.889
0.925,-0.088,-0.257,-52.429,111.084,34.973
0.933,-0.141,-0.239,-54.565,102.112,36.377
0.935,-0.092,-0.178,-55.176,94.421,41.565
0.922,-0.012,-0.089,-54.626,89.600,46.265
0.906,0.062,-0.030,-53.650,89.172,47.363
0.883,0.061,0.003,-51.270,92.224,44.617
0.848,0.074,-0.002,-47.546,97.412,41.382
0.819,0.151,-0.045,-42.114,103.943,39.795
0.792,0.183,-0.139,-36.377,109.680,35.645
0.797,0.177,-0.260,-33.752,112.976,29.297
0.861,0.197,-0.381,-32.959,111.511,24.292
1.006,0.186,-0.448,-36.316,106.262,19.470
1.132,0.182,-0.505,-39.429,100.830,16.724
1.014,0.062,-0.483,-36.987,95.642,17.090
0.844,-0.069,-0.386,-27.222,88.318,21.179
0.811,0.018,-0.277,-25.146,81.604,30.273
0.811,0.072,-0.060,-31.067,75.073,33.569
0.797,0.036,0.057,-34.851,77.942,31.311
0.780,0.102,-0.023,-33.997,90.942,32.166
0.778,0.179,-0.129,-29.968,101.074,31.250
0.797,0.237,-0.214,-25.757,105.957,27.039
0.831,0.229,-0.285,-23.560,108.459,20.264
0.845,0.173,-0.321,-21.240,108.093,14.038
0.849,0.136,-0.329,-19.043,105.713,10.864
0.840,0.113,-0.355,-19.531,103.516,10.071
0.835,0.092,-0.393,-23.926,100.891,10.498
0.819,0.082,-0.412,-29.541,96.924,11.902
0.798,0.071,-0.405,-34.241,92.712,13.672
0.800,0.051,-0.382,-38.086,89.355,15.076
0.818,0.036,-0.387,-41.321,87.585,15.991
0.831,0.025,-0.398,-43.640,87.219,17.395
0.821,0.019,-0.416,-43.579,87.036,19.287
0.814,0.016,-0.430,-42.480,87.158,20.996
0.813,0.024,-0.431,-39.307,86.731,22.278
0.810,0.047,-0.427,-35.217,86.243,23.071
0.793,0.064,-0.439,-31.921,87.036,23.560
0.781,0.063,-0.491,-30.701,87.891,23.621
0.778,0.060,-0.534,-34.058,86.304,24.658
0.770,0.045,-0.524,-40.527,81.726,26.245
0.761,0.071,-0.450,-47.546,77.515,29.236
0.750,0.105,-0.404,-52.307,77.698,31.433
0.741,0.123,-0.436,-55.298,82.153,31.006
0.722,0.133,-0.446,-55.115,85.571,29.175
0.708,0.128,-0.473,-51.208,89.050,26.489
0.700,0.110,-0.495,-46.265,92.407,23.926
0.692,0.059,-0.504,-41.382,94.971,21.545
0.675,0.013,-0.550,-37.781,98.022,20.813
0.661,0.046,-0.618,-34.180,100.647,23.499
0.646,0.034,-0.673,-33.142,100.098,25.696
0.620,0.042,-0.706,-35.461,97.656,27.588
0.603,0.124,-0.697,-38.269,94.055,31.128
0.587,0.189,-0.688,-41.504,91.980,30.823
0.581,0.166,-0.722,-43.091,91.553,26.062
0.567,0.121,-0.748,-45.227,91.248,21.057
0.568,0.129,-0.718,-41.687,89.844,18.982
0.562,0.058,-0.735,-34.668,90.759,15.198
0.543,0.001,-0.774,-31.006,93.018,13.245
0.531,0.020,-0.792,-25.818,93.323,15.808
0.521,0.028,-0.839,-24.292,94.177,17.883
0.505,0.071,-0.908,-23.682,94.055,20.386
0.486,0.118,-0.940,-22.095,91.003,21.362
0.471,0.098,-0.943,-22.461,86.548,19.836
0.455,0.119,-0.948,-24.109,83.008,19.409
0.449,0.141,-0.937,-26.184,79.834,18.860
0.438,0.110,-0.924,-25.696,77.393,15.808
0.555,-1.202,1.421,45.776,-153.076,-18.860
0.699,-1.064,1.640,36.133,-148.071,7.690
0.864,-0.927,1.880,31.494,-140.015,27.405
1.035,-0.849,2.229,30.212,-130.737,39.795
1.149,-0.917,2.563,24.719,-114.807,49.805
1.188,-0.746,2.593,12.024,-84.656,69.824
1.155,-0.254,2.293,-9.277,-46.326,95.215
1.045,0.133,1.982,-34.302,-17.151,107.056
0.930,0.474,1.664,-53.162,3.296,104.187
0.864,0.730,1.406,-62.561,20.325,91.125
0.802,0.785,1.121,-61.829,35.278,66.711
0.766,0.688,0.831,-52.979,48.706,37.842
0.746,0.545,0.599,-40.344,55.969,11.658
0.747,0.298,0.333,-26.794,59.937,-10.010
0.772,0.017,0.163,-16.663,55.420,-25.391
0.798,-0.156,0.111,-10.742,45.105,-30.457
0.838,-0.241,0.132,-5.554,33.386,-29.419
0.875,-0.316,0.184,-2.747,22.766,-27.039
0.903,-0.383,0.271,-0.549,14.160,-23.254
0.929,-0.399,0.371,3.479,7.874,-18.066
0.960,-0.383,0.466,7.996,3.967,-12.390
0.966,-0.340,0.510,11.230,3.479,-7.385
0.970,-0.298,0.552,11.353,4.028,-3.662
0.968,-0.278,0.550,8.545,5.981,-1.709
0.967,-0.214,0.528,4.700,7.751,0.427
0.960,-0.173,0.557,1.953,7.507,2.075
0.952,-0.146,0.581,-0.183,8.240,2.441
0.933,-0.152,0.570,-1.404,11.108,1.587
0.918,-0.126,0.562,-2.563,13.428,1.770
0.907,-0.121,0.524,-4.944,15.625,1.648
0.904,-0.108,0.507,-7.812,16.724,1.282
0.893,-0.079,0.522,-10.071,16.968,1.282
0.883,-0.059,0.505,-10.437,18.616,0.549
0.864,-0.088,0.499,-9.766,20.203,-1.465
0.850,-0.114,0.457,-10.132,21.545,-2.686
0.837,-0.131,0.432,-10.193,21.912,-2.930
0.841,-0.134,0.438,-10.315,20.813,-2.319
0.841,-0.116,0.434,-10.620,20.569,-1.587
0.843,-0.093,0.370,-10.376,21.606,-0.854
0.852,-0.103,0.390,-9.888,19.714,-1.343
0.854,-0.118,0.397,-8.850,18.188,-1.709
0.855,-0.123,0.396,-7.996,18.005,-1.831
0.862,-0.150,0.417,-7.812,17.029,-2.197
0.868,-0.186,0.450,-8.423,16.113,-2.441
0.876,-0.206,0.534,-8.423,15.137,-1.648
0.891,-0.191,0.633,-8.850,15.503,-0.061
